FeatureID,FeatureName,Cluster 6 Average,Log2 Fold Change,P-Value
ENSG00000166482,MFAP4,0.043273459,2.4714232436392223,0.000291613
ENSG00000143153,ATP1B1,0.003205441,-4.494167594,0.000294575
ENSG00000154359,LONRF1,0.054492504,2.3763003078100926,0.000297179
ENSG00000140416,TPM1,0.7548814573031287,1.9002783641570276,0.000297649
ENSG00000197641,SERPINB13,0.004808162,-4.428127775,0.000297649
ENSG00000162998,FRZB,0.036862576471278045,2.778650289180155,0.000301189
ENSG00000145020,AMT,0.12020405371068929,2.062656261978844,0.000301345
ENSG00000102038,SMARCA1,0.049684342,2.3730970392447013,0.000302958
ENSG00000133107,TRPC4,0.014424486445282715,4.147884098845876,0.000310735
ENSG00000197776,KLHDC1,0.048081621484275715,2.4947500954831385,0.000317422
ENSG00000185761,ADAMTSL5,0.041670739,2.598990852832241,0.000322553
ENSG00000065717,TLE2,0.04487618,2.4589706340858095,0.000326593
ENSG00000198300,PEG3,0.025643531458280383,3.085599820591532,0.00033021
ENSG00000175745,NR2F1,0.057697946,2.3405291767882703,0.000336509
ENSG00000174348,PODN,0.057697946,2.3129433451163717,0.000348707
ENSG00000155324,GRAMD2B,0.04487618,2.436009485642499,0.000348707
ENSG00000172638,EFEMP2,0.068916991,2.1852509513103593,0.000348707
ENSG00000185483,ROR1,0.025643531458280383,3.0455223812161973,0.000350647
ENSG00000168297,PXK,0.083341477,2.168445421328191,0.0003574
ENSG00000109576,AADAT,0.036862576471278045,2.5529375095520965,0.0003574
